Commerce Cloud Product Active Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
productID,revenueDay,unitsDay,ordersDay,impressionsDay,viewsDay,avgSalesPriceDay,conversionDay,revenueWeek,unitsWeek,ordersWeek,impressionsWeek,viewsWeek,avgSalesPriceWeek,conversionWeek,revenueMonth,unitsMonth,ordersMonth,impressionsMonth,viewsMonth,avgSalesPriceMonth,conversionMonth,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
7.02E+11,118.65,3,3,35,13,39.55,0.018321,933,27,25,304,90,37.32,0.021785,4494.6,122,110,1083,389,40.86,0.022691,37628.8,903,880,11270,4849,42.76,0.022709
7.02E+11,273.14,15,14,198,79,19.51,0.085498,2233.09,115,107,1716,545,20.87,0.093241,6968.5,369,350,6232,2834,19.91,0.0722,106738.8,5609,5432,85175,24314,19.65,0.140178
7.02E+11,1400,22,20,245,117,70,0.12214,7124.04,147,126,1988,683,56.54,0.109798,38395.72,485,484,8349,3535,79.33,0.099842,96940.56,1744,1704,23307,11050,56.89,0.043973
7.02E+11,323,4,4,165,75,80.75,0.024428,1654.62,24,23,1193,639,71.94,0.020042,9845.37,157,139,5861,2022,70.83,0.028674,112053.37,1889,1651,62197,29006,67.87,0.042606
7.02E+11,242.25,3,3,39,16,80.75,0.018321,1403.35,18,17,266,93,82.55,0.014814,6084.78,79,78,1337,384,78.01,0.01609,52090.5,908,770,12071,5835,67.65,0.019871
7.02E+11,34.63,1,1,30,8,34.63,0.006107,184.02,6,6,256,64,30.67,0.005228,1076,28,25,755,144,43.04,0.005157,998.14,26,26,572,167,38.39,0.000671
7.02E+11,71.36,4,4,115,47,17.84,0.024428,482.77,25,23,794,353,20.99,0.020042,2519.68,157,127,4130,1274,19.84,0.026198,26960.25,1786,1745,43235,14929,15.45,0.045031
7.02E+11,304,4,4,66,25,76,0.024428,2378.64,35,33,571,213,72.08,0.028756,11491.08,142,124,2043,688,92.67,0.025579,129622.22,1946,1742,19422,8529,74.41,0.044954
7.02E+11,85.5,1,1,142,15,85.5,0.006107,670.95,7,7,1026,112,95.85,0.0061,2900.54,39,34,4740,475,85.31,0.007014,10913.28,121,116,17066,1582,94.08,0.002993
7.02E+11,440,8,8,132,40,55,0.048856,3633.75,67,57,1025,279,63.75,0.04967,9932.09,199,199,4942,1050,49.91,0.041051,144314.04,2467,2342,46954,13509,61.62,0.060437
7.02E+11,780,15,13,228,60,60,0.079391,7326.39,103,103,1646,515,71.13,0.089755,18258.24,377,336,8304,1769,54.34,0.069312,108082.08,1585,1524,22344,8067,70.92,0.039328
7.02E+11,133.29,3,3,108,50,44.43,0.018321,781.85,22,19,859,319,41.15,0.016557,3748.08,85,84,2301,1163,44.62,0.017328,3747.9,80,78,2895,1052,48.05,0.002013
7.02E+11,3725,26,25,230,103,149,0.152675,24709.86,194,162,1802,778,152.53,0.141168,83803.44,782,664,5974,2768,126.21,0.136974,1301890.06,8499,7934,71073,34279,164.09,0.204744
7.02E+11,108,1,1,71,8,108,0.006107,1035.68,8,8,485,63,129.46,0.006971,4499.64,36,36,1861,215,124.99,0.007426,7616.08,78,74,5291,628,102.92,0.00191
7.02E+11,490,8,7,230,69,70,0.042749,2880.63,52,47,1791,539,61.29,0.040956,15837.01,281,233,7649,2378,67.97,0.048065,66319.56,986,972,28781,8619,68.23,0.025083
7.02E+11,770,11,11,141,57,70,0.067177,5971.5,98,90,862,442,66.35,0.078427,22557.6,414,360,4611,1736,62.66,0.074263,303196.16,4772,4084,43010,18981,74.24,0.105391
7.02E+11,490,8,7,109,35,70,0.042749,3646.2,62,60,845,267,60.77,0.052285,12170.21,181,179,3587,980,67.99,0.036925,130205.88,2361,2268,40079,14631,57.41,0.058528
7.02E+11,180,2,2,135,35,90,0.012214,1133.4,13,12,818,242,94.45,0.010457,4966.92,77,63,4485,996,78.84,0.012996,74782.6,972,835,53935,13619,89.56,0.021548
7.02E+11,450,5,5,63,27,90,0.030535,3567.62,38,34,398,181,104.93,0.029628,18470.5,209,170,1990,787,108.65,0.035069,16191.24,216,194,2170,905,83.46,0.005006
7.02E+11,360,4,4,66,26,90,0.024428,2481.18,26,26,411,174,95.43,0.022657,7950.55,112,95,1282,630,83.69,0.019597,7914.52,108,103,1240,465,76.84,0.002658
7.02E+11,845,13,13,231,58,65,0.079391,4128.54,94,78,1374,394,52.93,0.06797,30551.62,436,418,6303,1630,73.09,0.086227,63490.96,1289,1066,13243,4255,59.56,0.027509
7.02E+11,65,1,1,139,14,65,0.006107,409.8,6,6,893,122,68.3,0.005228,1756.56,29,26,5105,367,67.56,0.005363,19166.4,354,330,52586,4899,58.08,0.008516
7.02E+11,260,4,4,78,23,65,0.024428,1803,35,30,442,190,60.1,0.026142,11311.02,152,141,2460,579,80.22,0.029086,11003.63,167,167,2954,921,65.89,0.00431
7.02E+11,65,1,1,63,31,65,0.006107,496.4,9,8,514,250,62.05,0.006971,2526.48,42,36,2076,1055,70.18,0.007426,19637.7,417,335,23086,11742,58.62,0.008645
7.02E+11,195,3,3,62,13,65,0.018321,1919.5,27,25,510,76,76.78,0.021785,5727.87,113,93,2110,467,61.59,0.019185,15728.06,293,277,8007,1340,56.78,0.007148
7.02E+11,1836,8,8,231,64,229.5,0.048856,18721.08,69,69,1854,527,271.32,0.060127,65733.36,316,264,6585,2333,248.99,0.054459,522107.46,2439,2373,63454,21297,220.02,0.061237
7.02E+11,459,2,2,188,46,229.5,0.012214,2357.28,14,12,1587,386,196.44,0.010457,20958.28,89,74,6617,1264,283.22,0.015265,77685.26,329,281,25645,7707,276.46,0.007251
7.02E+11,1147.5,5,5,172,65,229.5,0.030535,8120.19,48,39,1465,412,208.21,0.033985,42022.5,160,150,6190,1827,280.15,0.030943,411818.88,1605,1496,36013,17562,275.28,0.038606
7.02E+11,180.5,2,2,235,34,90.25,0.012214,1067.55,11,11,1618,284,97.05,0.009585,7220.92,71,68,5682,1101,106.19,0.014027,49147.84,525,518,80128,8777,94.88,0.013367
7.02E+11,722,9,8,99,40,90.25,0.048856,5296.86,54,54,830,317,98.09,0.047056,16620.89,201,197,2772,1181,84.37,0.040638,104615.94,1252,1157,13343,6020,90.42,0.029857
7.02E+11,70,1,1,25,12,70,0.006107,520.86,6,6,201,96,86.81,0.005228,2144.07,29,27,839,393,79.41,0.00557,17411.24,363,308,9050,4599,56.53,0.007948
7.02E+11,420,6,6,92,27,70,0.036642,3098.16,39,39,667,155,79.44,0.033985,12308.58,188,177,2611,748,69.54,0.036513,90589.32,1474,1332,21346,6460,68.01,0.034373
7.02E+11,350,5,5,129,61,70,0.030535,2290.8,30,30,961,467,76.36,0.026142,11299.75,187,175,4190,1888,64.57,0.0361,77679.25,1229,1175,39281,14246,66.11,0.030322
7.02E+11,770,12,11,186,66,70,0.067177,4057.9,71,70,1201,506,57.97,0.060999,24975.4,323,302,6160,1834,82.7,0.062298,416590.02,5402,4893,84675,29617,85.14,0.126268
7.02E+11,210,3,3,173,20,70,0.018321,1642.6,24,20,991,154,82.13,0.017428,7893.78,123,102,6147,566,77.39,0.021041,22739.92,483,392,18532,2945,58.01,0.010116
7.02E+11,60,1,1,95,10,60,0.006107,548.64,8,8,709,84,68.58,0.006971,1743.75,34,31,2380,355,56.25,0.006395,29639.46,486,402,29353,3247,73.73,0.010374
7.02E+11,432,4,4,82,38,108,0.024428,3939.79,38,31,698,254,127.09,0.027014,11642.39,115,113,2212,1252,103.03,0.02331,71318.52,767,622,13232,8011,114.66,0.016051
7.02E+11,756,8,7,199,53,108,0.042749,4929.2,41,40,1388,357,123.23,0.034856,23040.68,273,236,5580,1593,97.63,0.048683,39771.36,416,389,13846,3804,102.24,0.010039
7.02E+11,1512,14,14,219,97,108,0.085498,12074.58,107,98,1888,840,123.21,0.085398,36295.68,455,384,6831,3196,94.52,0.079214,479986.5,5482,5378,71874,28856,89.25,0.138784
7.02E+11,540,5,5,168,40,108,0.030535,5446.38,52,43,1032,300,126.66,0.037471,15203.24,207,173,4812,1406,87.88,0.035687,64387.29,652,649,16356,3759,99.21,0.016748
7.02E+11,108,1,1,91,38,108,0.006107,715.14,6,6,678,286,119.19,0.005228,3349.35,27,27,3078,1197,124.05,0.00557,39592.78,426,346,30059,11875,114.43,0.008929
7.02E+11,972,10,9,115,54,108,0.054963,6742.14,92,74,717,332,91.11,0.064484,31174,330,325,3782,1987,95.92,0.067043,144333.12,1507,1312,15524,6393,110.01,0.033857
7.02E+11,1836,17,17,217,73,108,0.103819,13720.8,131,120,1884,573,114.34,0.104569,68690.98,680,626,5742,2454,109.73,0.129135,906105,7580,7250,78117,26610,124.98,0.187093
7.02E+11,2160,24,20,212,95,108,0.12214,15824.8,165,151,1481,808,104.8,0.131583,65772,601,567,6088,2882,116,0.116964,897992.96,11295,9056,91229,32517,99.16,0.233698
7.02E+11,216,2,2,168,22,108,0.012214,1595.04,14,12,1062,151,132.92,0.010457,2170.75,30,25,2554,272,86.83,0.005157,2096.82,24,22,2198,351,95.31,0.000568
7.02E+11,108,1,1,52,5,108,0.006107,875.91,8,7,304,34,125.13,0.0061,2911.8,33,30,1259,167,97.06,0.006189,21855.9,204,179,12188,855,122.1,0.004619
7.02E+11,108,1,1,109,11,108,0.006107,545.28,7,6,623,82,90.88,0.005228,3393.72,43,36,3042,325,94.27,0.007426,10412.02,91,86,7055,673,121.07,0.002219
7.02E+11,117,1,1,56,27,117,0.006107,738.43,7,7,481,191,105.49,0.0061,4408.32,38,32,1679,900,137.76,0.006601,33206.66,267,239,13493,8526,138.94,0.006168
7.02E+11,234,2,2,60,17,117,0.012214,1316.4,14,12,467,124,109.7,0.010457,8817.64,62,62,2165,564,142.22,0.01279,53930.95,620,571,13711,4670,94.45,0.014735
7.02E+11,468,4,4,109,27,117,0.024428,3341.21,27,23,834,195,145.27,0.020042,16714.44,118,116,4047,928,144.09,0.023929,154548.66,1204,1086,30137,6225,142.31,0.028025
7.02E+11,1755,17,15,215,89,117,0.091605,11822.92,112,92,1421,614,128.51,0.08017,53086.55,458,367,7011,2738,144.65,0.075707,242207.68,2606,2528,28953,12173,95.81,0.065237
7.02E+11,819,7,7,150,31,117,0.042749,3767.4,47,39,1272,179,96.6,0.033985,24495.3,202,170,3943,1034,144.09,0.035069,187137.99,1573,1563,31041,7067,119.73,0.040335
7.02E+11,2106,22,18,174,79,117,0.109926,18013.71,147,143,1007,596,125.97,0.124611,66258.68,612,548,5478,2518,120.91,0.113045,758203.74,7274,7182,72534,25879,105.57,0.185338
7.02E+11,1053,9,9,243,47,117,0.054963,5520.35,67,55,1829,332,100.37,0.047927,32064.52,338,278,9018,1239,115.34,0.057347,378660.3,3043,2661,63632,16641,142.3,0.06867
7.02E+11,1053,9,9,222,43,117,0.054963,7781.76,66,56,1906,314,138.96,0.048799,32488.96,260,224,6285,1610,145.04,0.046208,496719.6,4128,3746,67808,15260,132.6,0.096669
7.02E+11,117,1,1,27,10,117,0.006107,616.62,7,6,217,68,102.77,0.005228,3798.34,28,26,650,318,146.09,0.005363,46277.01,346,333,10097,4508,138.97,0.008593
7.02E+11,117,1,1,37,9,117,0.006107,659.19,7,7,259,70,94.17,0.0061,3321.36,31,28,1262,283,118.62,0.005776,15734.88,173,168,7910,2019,93.66,0.004335
7.02E+11,1170,11,10,216,48,117,0.06107,7749.89,73,67,1877,377,115.67,0.058384,33503.77,310,289,6806,1241,115.93,0.059617,415262.52,4224,3771,71517,14294,110.12,0.097314
7.02E+11,196.47,10,9,228,58,21.83,0.054963,1746.6,88,71,1755,448,24.6,0.06187,5590.9,245,245,6998,2027,22.82,0.05054,50881.04,2913,2408,42980,12736,21.13,0.062141
7.02E+11,325.08,8,7,137,31,46.44,0.042749,2368.8,67,56,839,246,42.3,0.048799,10657.02,211,201,3710,1081,53.02,0.041463,73319.88,1738,1641,36291,8466,44.68,0.042348
7.02E+11,21.93,3,3,71,33,7.31,0.018321,162.72,18,18,465,284,9.04,0.015685,564.94,115,94,2138,795,6.01,0.019391,3704.61,469,413,7735,3997,8.97,0.010658
7.02E+11,78.14,2,2,55,26,39.07,0.012214,558.56,16,16,466,177,34.91,0.013943,1804.55,57,55,1361,890,32.81,0.011346,3625.44,87,78,1594,962,46.48,0.002013
7.02E+11,107.58,3,3,46,21,35.86,0.018321,835.2,29,24,373,126,34.8,0.020914,4302.72,132,108,1723,622,39.84,0.022279,46742.47,1269,1159,18488,8534,40.33,0.029909
7.02E+11,96.08,2,2,104,32,48.04,0.012214,882.4,16,16,735,261,55.15,0.013943,2532.08,73,62,2639,1008,40.84,0.01279,20933.02,365,349,17609,4903,59.98,0.009006
7.02E+11,67.74,2,2,87,35,33.87,0.012214,474.24,13,12,653,248,39.52,0.010457,1834.56,68,56,2592,963,32.76,0.011552,26047.91,1035,901,26138,14502,28.91,0.023251
7.02E+11,195.68,16,16,237,69,12.23,0.097712,1286.4,151,128,1495,433,10.05,0.11154,7288.54,631,553,7271,2260,13.18,0.114076,62255.36,6827,5722,105901,31207,10.88,0.147661
7.02E+11,422.52,13,12,226,56,35.21,0.073284,2851.38,108,93,1843,405,30.66,0.081041,13436.02,501,403,5549,1690,33.34,0.083133,140843.49,3355,3243,41357,12576,43.43,0.083689
7.02E+11,225.84,9,8,119,50,28.23,0.048856,1863.72,68,62,745,364,30.06,0.054027,6671.2,302,269,3136,1772,24.8,0.055491,76449.52,2956,2954,42759,20614,25.88,0.076231
7.02E+11,49.56,3,3,203,20,16.52,0.018321,374.75,28,25,1658,166,14.99,0.021785,1238.16,95,77,7498,578,16.08,0.015884,11252.64,884,788,61728,6018,14.28,0.020335
7.02E+11,22.95,10,9,234,75,2.55,0.054963,205.72,91,74,1830,454,2.78,0.064484,794.88,307,288,6302,2021,2.76,0.05941,9370.2,3354,3220,77538,31020,2.91,0.083095
7.02E+11,182,8,8,192,93,22.75,0.048856,1250.8,58,53,1300,642,23.6,0.046185,7757.5,316,290,6368,2236,26.75,0.059823,90599.49,3579,3189,77620,40917,28.41,0.082295
7.02E+11,129.39,3,3,181,63,43.13,0.018321,855.4,20,20,1363,535,42.77,0.017428,5772.6,132,108,6647,1825,53.45,0.022279,15654.21,463,451,27643,9954,34.71,0.011638
7.02E+11,150.95,5,5,168,80,30.19,0.030535,1029.6,46,39,1372,475,26.4,0.033985,6043.94,177,161,4117,2435,37.54,0.033212,33824.4,1359,1191,52724,26988,28.4,0.030735
7.02E+11,396.88,8,8,97,43,49.61,0.048856,3029.55,69,57,691,242,53.15,0.04967,14369.56,304,298,2877,1343,48.22,0.061473,69586.23,1791,1447,22897,9054,48.09,0.037341
7.02E+11,26.04,1,1,35,7,26.04,0.006107,226.64,8,8,241,46,28.33,0.006971,537.36,27,24,1172,177,22.39,0.004951,931.93,42,41,1339,360,22.73,0.001058
7.02E+11,31.8,1,1,107,25,31.8,0.006107,168,5,5,728,193,33.6,0.004357,856.71,29,27,2893,654,31.73,0.00557,2291.4,76,76,9447,1692,30.15,0.001961
7.02E+11,34.52,2,2,140,46,17.26,0.012214,269.11,17,17,1041,363,15.83,0.014814,1242.8,73,65,4900,1307,19.12,0.013409,12620.16,629,626,52010,16782,20.16,0.016155
7.02E+11,8.68,2,2,96,23,4.34,0.012214,55.92,12,12,625,130,4.66,0.010457,201.96,60,51,3037,841,3.96,0.010521,1532.09,344,301,11408,3419,5.09,0.007768
7.02E+11,12.96,3,3,105,17,4.32,0.018321,93.6,19,18,671,122,5.2,0.015685,495.9,110,95,3204,500,5.22,0.019597,2188.7,633,509,20113,2911,4.3,0.013135
7.02E+11,90.04,2,2,106,21,45.02,0.012214,715.95,18,15,818,176,47.73,0.013071,3453.84,82,72,3401,614,47.97,0.014853,26190.08,672,632,41404,8672,41.44,0.016309
7.02E+11,350.46,9,9,164,50,38.94,0.054963,1887,60,50,1050,411,37.74,0.04357,9562.32,259,228,5250,1667,41.94,0.047033,63006.26,1626,1346,28538,10026,46.81,0.034735
7.02E+11,60,1,1,55,21,60,0.006107,370.14,7,6,456,119,61.69,0.005228,1419.26,33,29,1500,633,48.94,0.005982,7356.58,139,119,4938,2839,61.82,0.003071
7.02E+11,180,3,3,137,44,60,0.018321,1377.93,26,23,1182,324,59.91,0.020042,3807.96,97,78,4243,1428,48.82,0.01609,60799.14,1129,999,60159,18912,60.86,0.02578
7.02E+11,900,15,15,156,68,60,0.091605,8119.37,141,119,1128,423,68.23,0.103698,27087.64,655,548,4907,2078,49.43,0.113045,82466.87,1506,1303,10914,5577,63.29,0.033625
7.02E+11,726.75,10,9,232,40,80.75,0.054963,6271.3,81,70,1354,249,89.59,0.060999,27676,369,296,5939,1262,93.5,0.061061,272629.76,4399,4096,72642,12823,66.56,0.105701
7.02E+11,161.5,2,2,179,22,80.75,0.012214,1238.72,16,14,1080,148,88.48,0.0122,5042.79,63,57,4303,668,88.47,0.011758,68883.36,798,728,54857,7853,94.62,0.018787
7.02E+11,80.75,1,1,66,20,80.75,0.006107,675.08,8,7,502,119,96.44,0.0061,2614.85,35,31,2108,707,84.35,0.006395,15589.66,203,199,13757,3234,78.34,0.005135
7.02E+11,565.25,8,7,249,107,80.75,0.042749,4644.54,58,54,1554,770,86.01,0.047056,15895.68,205,192,8298,2921,82.79,0.039607,110584.44,1237,1101,39149,13627,100.44,0.028412
7.02E+11,80.75,1,1,168,38,80.75,0.006107,473.94,7,6,1171,322,78.99,0.005228,3100.32,36,36,5320,1034,86.12,0.007426,13442.22,167,146,21430,5803,92.07,0.003768
7.02E+11,80.75,1,1,36,3,80.75,0.006107,386.2,6,5,221,25,77.24,0.004357,2096.64,32,26,1244,87,80.64,0.005363,25298.4,296,254,12208,903,99.6,0.006555
7.02E+11,1267.5,2,2,61,18,633.75,0.012214,11505.45,16,15,357,123,767.03,0.013071,38871.28,56,56,1504,665,694.13,0.011552,68226.3,106,90,3126,727,758.07,0.002323
7.02E+11,633.75,1,1,45,4,633.75,0.006107,4050.24,6,6,391,26,675.04,0.005228,24296.64,36,32,1180,130,759.27,0.006601,269299.14,385,366,15341,1230,735.79,0.009445
7.02E+11,633.75,1,1,55,14,633.75,0.006107,2997,5,5,350,113,599.4,0.004357,23397.56,32,31,1402,483,754.76,0.006395,189838.8,402,360,16794,5981,527.33,0.00929
7.02E+11,234,2,2,84,24,117,0.012214,1456.35,17,15,723,150,97.09,0.013071,10032.6,78,69,2200,755,145.4,0.014234,101712,956,800,25097,8828,127.14,0.020645
7.02E+11,585,5,5,156,25,117,0.030535,4537.05,43,35,926,157,129.63,0.030499,14938.3,151,130,5085,779,114.91,0.026817,160203.45,2017,1661,47449,9337,96.45,0.042864
7.02E+11,90,1,1,44,14,90,0.006107,618.36,6,6,262,87,103.06,0.005228,2773.75,29,25,1563,425,110.95,0.005157,35880.9,490,393,13914,5051,91.3,0.010142
7.02E+11,360,4,4,195,21,90,0.024428,2584.14,26,26,1114,156,99.39,0.022657,12959.83,150,131,5618,534,98.93,0.027023,80811.02,918,898,44866,3940,89.99,0.023174
7.02E+11,1260,15,14,207,70,90,0.085498,10888.5,124,119,1377,525,91.5,0.103698,30080.69,402,397,7692,2424,75.77,0.081895,624909,6724,6218,88686,31694,100.5,0.160461
7.02E+11,810,9,9,147,57,90,0.054963,6254,68,59,931,377,106,0.051413,25406.26,259,253,3647,2026,100.42,0.05219,68922,695,630,13122,4147,109.4,0.016258
7.02E+11,1800,22,20,208,102,90,0.12214,10995.86,143,122,1476,703,90.13,0.106312,71407.04,747,652,7403,2648,109.52,0.134498,116440.61,1531,1391,13243,6853,83.71,0.035896
7.02E+11,90,1,1,46,4,90,0.006107,743.96,7,7,316,24,106.28,0.0061,2131.44,25,24,1143,130,88.81,0.004951,39763.1,513,419,20455,1755,94.9,0.010813
7.02E+11,1440,17,16,230,83,90,0.097712,11750.4,130,120,1429,638,97.92,0.104569,37408.5,451,450,6492,2700,83.13,0.092829,105362.91,1116,1077,20292,4789,97.83,0.027793
7.02E+11,540,7,6,204,40,90,0.036642,3648.15,33,33,1670,264,110.55,0.028756,13974.8,188,161,5572,1216,86.8,0.033212,208986.7,2939,2470,65157,16128,84.61,0.063741
7.02E+11,351,3,3,161,60,117,0.018321,3193.08,26,22,935,338,145.14,0.019171,9651.51,115,99,4653,1826,97.49,0.020422,124145.95,996,943,49065,21921,131.65,0.024335
7.02E+11,585,5,5,96,27,117,0.030535,3273.9,35,30,542,176,109.13,0.026142,15857.1,157,126,2686,701,125.85,0.025992,28182.5,286,250,4899,1777,112.73,0.006451
7.02E+11,126,1,1,65,14,126,0.006107,974.82,8,7,383,93,139.26,0.0061,5413.32,39,36,1889,480,150.37,0.007426,12923.7,126,115,7602,1525,112.38,0.002968
7.02E+11,126,1,1,33,4,126,0.006107,590.55,6,5,280,23,118.11,0.004357,4923.22,39,37,1076,100,133.06,0.007633,30097.8,278,276,6301,865,109.05,0.007122
7.02E+11,126,1,1,147,18,126,0.006107,764.4,8,7,1130,154,109.2,0.0061,4121.76,35,31,3851,565,132.96,0.006395,29359.32,323,267,41027,6169,109.96,0.00689
7.02E+11,252,2,2,83,12,126,0.012214,1953.38,15,13,475,71,150.26,0.011328,9953.55,75,73,3058,343,136.35,0.015059,24091.6,225,205,9898,1385,117.52,0.00529
7.02E+11,126,1,1,67,12,126,0.006107,1089.41,8,7,567,89,155.63,0.0061,3189.12,28,24,1641,366,132.88,0.004951,37929.54,320,303,24434,5395,125.18,0.007819
7.02E+11,882,8,7,248,59,126,0.042749,4425.56,53,43,1582,374,102.92,0.037471,19570.65,176,145,3638,1295,134.97,0.029911,12030.7,126,110,4805,1294,109.37,0.002839
7.02E+11,100,2,2,73,32,50,0.012214,568.92,11,11,547,267,51.72,0.009585,3034,76,74,2424,820,41,0.015265,4336.5,120,105,3504,1619,41.3,0.00271
7.02E+11,50,1,1,25,4,50,0.006107,211.1,5,5,217,28,42.22,0.004357,1993.68,38,36,769,136,55.38,0.007426,14242.73,330,293,6713,1295,48.61,0.007561
7.02E+11,399.96,4,4,156,69,99.99,0.024428,2673.75,27,25,1147,425,106.95,0.021785,11641.16,155,142,4769,1967,81.98,0.029293,67168.34,858,734,25499,13460,91.51,0.018942
7.02E+11,299.97,3,3,77,31,99.99,0.018321,1983.98,28,23,465,187,86.26,0.020042,12440.88,118,111,1983,1027,112.08,0.022898,112483.8,1301,1170,23307,9807,96.14,0.030193
7.02E+11,1299.87,15,13,225,56,99.99,0.079391,9097.59,89,87,1459,432,104.57,0.075813,44130.24,535,462,7029,1729,95.52,0.095304,518145.12,5113,4432,70669,19139,116.91,0.114372
7.02E+11,55,1,1,65,12,55,0.006107,526.64,9,8,484,99,65.83,0.006971,1895.52,36,33,2110,353,57.44,0.006807,7727.78,169,146,7549,1696,52.93,0.003768
7.02E+11,385,7,7,144,39,55,0.042749,2833.38,55,54,821,268,52.47,0.047056,17231.76,309,252,4660,1452,68.38,0.051984,123709.9,2837,2707,58045,15926,45.7,0.069857
7.02E+11,55,1,1,102,26,55,0.006107,372.88,9,8,631,184,46.61,0.006971,1678.38,37,33,3619,884,50.86,0.006807,18867.36,430,368,38160,9441,51.27,0.009497
7.02E+11,110,2,2,89,31,55,0.012214,758.88,16,16,501,251,47.43,0.013943,4330.3,65,65,2866,1063,66.62,0.013409,52299.72,1013,843,28109,11032,62.04,0.021754
7.02E+11,275,5,5,245,32,55,0.030535,2082.84,40,34,2049,268,61.26,0.029628,6746.85,150,145,6275,1091,46.53,0.029911,36821.61,876,831,46285,5797,44.31,0.021445
7.02E+11,1155,24,21,212,91,55,0.128247,7738.56,179,144,1698,722,53.74,0.125483,50288.7,904,770,5349,2519,65.31,0.15884,400860.72,5939,5876,58677,18449,68.22,0.151636
7.02E+11,110,2,2,49,13,55,0.012214,726.08,19,16,281,95,45.38,0.013943,4137.88,67,62,1523,340,66.74,0.01279,38723.38,913,794,15131,4057,48.77,0.02049
7.02E+11,55,1,1,74,20,55,0.006107,437.36,7,7,414,129,62.48,0.0061,1832.72,35,31,1781,666,59.12,0.006395,13725.88,354,298,29121,5897,46.06,0.00769
7.02E+11,1045,20,19,245,97,55,0.116033,6957.23,155,133,1551,683,52.31,0.115897,36051.2,760,688,6550,2486,52.4,0.141925,530433.02,9354,7891,83298,33199,67.22,0.203634
7.02E+11,32.52,2,2,68,32,16.26,0.012214,254.72,18,16,542,262,15.92,0.013943,843.63,74,61,2313,943,13.83,0.012583,14067.2,904,785,22609,10133,17.92,0.020258
7.02E+11,2524.5,13,11,208,80,229.5,0.067177,18256.55,68,65,1196,675,280.87,0.056642,70128.75,449,375,7342,2520,187.01,0.077357,341949.15,1377,1305,31161,11074,262.03,0.033677
7.02E+11,117,1,1,123,12,117,0.006107,783.23,7,7,936,90,111.89,0.0061,3462,36,30,3914,355,115.4,0.006189,52782.93,465,387,54259,5145,136.39,0.009987
7.02E+11,161.46,6,6,207,74,26.91,0.036642,353.1,17,15,582,226,23.54,0.013071,538.4,23,20,673,261,26.92,0.004126,488.32,18,16,521,243,30.52,0.000413
7.02E+11,1890,23,21,225,93,90,0.128247,11710.63,180,157,1628,797,74.59,0.136811,73559.85,822,663,7748,2687,110.95,0.136768,849322.55,9391,9167,101236,39324,92.65,0.236563
7.02E+11,260,4,4,104,33,65,0.024428,2123.8,31,28,822,208,75.85,0.024399,8800.33,122,121,3149,805,72.73,0.024961,82688.4,1545,1338,39966,13511,61.8,0.034528
7.02E+11,351,3,3,78,16,117,0.018321,2144.52,22,21,642,118,102.12,0.0183,8857.35,85,81,1921,442,109.35,0.016709,130096.64,1426,1142,23699,6512,113.92,0.02947
7.02E+11,990,19,18,186,82,55,0.109926,7422.36,146,132,1224,496,56.23,0.115026,24176.04,483,476,6338,2413,50.79,0.098192,249933.6,5968,4788,35756,22393,52.2,0.123559
7.02E+11,1194,7,6,61,27,199,0.036642,10758.72,52,48,525,160,224.14,0.041828,38833.6,237,208,1786,957,186.7,0.042907,540474.48,2462,2184,24340,8048,247.47,0.05636
7.02E+11,60.62,2,2,203,31,30.31,0.012214,405.92,16,16,1230,269,25.37,0.013943,2391.48,88,73,5179,782,32.76,0.015059,9086.56,328,266,22022,3985,34.16,0.006864
7.02E+11,300,5,5,200,88,60,0.030535,2013.9,36,30,1501,590,67.13,0.026142,8907.04,188,179,5409,3040,49.76,0.036925,141566.37,2039,1947,64875,27948,72.71,0.050244
7.02E+11,210.36,6,6,112,41,35.06,0.036642,1558.83,39,39,845,350,39.97,0.033985,5518.38,155,147,3704,988,37.54,0.030324,25693.2,795,648,10345,5401,39.65,0.016722
7.02E+11,10.24,2,2,105,30,5.12,0.012214,49.41,10,9,638,185,5.49,0.007843,42.21,10,9,626,180,4.69,0.001857,61.6,13,11,565,186,5.6,0.000284
7.02E+11,630,7,7,229,48,90,0.042749,3909.36,51,42,1933,296,93.08,0.036599,21624,277,255,7837,1282,84.8,0.052603,226218.8,3744,3082,84646,20704,73.4,0.079534
7.02E+11,140,2,2,153,37,70,0.012214,1364.48,17,16,875,240,85.28,0.013943,5676.45,74,65,3896,964,87.33,0.013409,52274.97,1001,891,52032,11308,58.67,0.022993
