Commerce Cloud Weekly Product Active Data,,,,,,,
productID,revenueYear,unitsYear,ordersYear,impressionsYear,viewsYear,avgSalesPriceYear,conversionYear
7.02E+11,265460.78,3316,2834,93610,24331,93.67,0.073134
7.02E+11,797448.24,9484,8721,82517,38461,91.44,0.225053
7.02E+11,490115.64,6331,5453,81176,36235,89.88,0.14072
7.02E+11,56056.48,678,629,21651,9683,89.12,0.016232
7.02E+11,399090.12,5886,5367,38468,21776,74.36,0.1385
7.02E+11,787247.52,8575,6999,96059,31967,112.48,0.180616
7.02E+11,13297.68,317,264,14880,2743,50.37,0.006813
7.02E+11,20112.4,460,385,21956,2733,52.24,0.009935
7.02E+11,308675.25,4902,3965,86026,25323,77.85,0.10232
7.02E+11,230293.02,3091,3062,56653,12619,75.21,0.079018
7.02E+11,486918.74,6269,5126,68999,20750,94.99,0.132281
7.02E+11,49209.42,643,633,8351,3332,77.74,0.016335
7.02E+11,17962.23,446,429,22942,3666,41.87,0.011071
7.02E+11,145382.76,2967,2547,24255,8114,57.08,0.065728
7.02E+11,67664.31,858,769,96245,10409,87.99,0.019845
7.02E+11,195660.44,2167,1811,35466,10786,108.04,0.046735
7.02E+11,83694.78,1248,1222,21814,6793,68.49,0.031535
7.02E+11,50556,526,440,38743,6282,114.9,0.011355
7.02E+11,7396.86,122,122,6348,2331,60.63,0.003148
7.02E+11,30620.52,207,203,14194,2106,150.84,0.005239
7.02E+11,201297.41,2598,2407,63347,16290,83.63,0.062115
7.02E+11,22452,312,300,19843,3254,74.84,0.007742
7.02E+11,420082.02,7491,6522,89199,20990,64.41,0.168306
7.02E+11,232988.76,4233,4162,66112,32243,55.98,0.107404
7.02E+11,88270.97,1960,1649,61576,12874,53.53,0.042554
7.02E+11,79661.73,1563,1293,36742,9565,61.61,0.033367
7.02E+11,195996.57,2724,2387,19747,8498,82.11,0.061599
7.02E+11,96653.34,1451,1422,34605,15353,67.97,0.036696
7.02E+11,8481.13,130,119,3071,1392,71.27,0.003071
7.02E+11,15661.32,252,228,3530,1929,68.69,0.005884
7.02E+11,97965.56,1457,1309,89328,13032,74.84,0.03378
7.02E+11,25093.05,402,393,59551,8010,63.85,0.010142
7.02E+11,15492.6,334,285,14938,5912,54.36,0.007355
7.02E+11,151214.29,2309,2213,43633,8677,68.33,0.057108
7.02E+11,35437.92,825,742,14163,5419,47.76,0.019148
7.02E+11,119484.6,1714,1455,21051,6332,82.12,0.037548
7.02E+11,103050.56,1553,1283,31152,9649,80.32,0.033109
7.02E+11,56924.67,562,561,29104,2984,101.47,0.014477
7.02E+11,18701.7,331,323,58014,5284,57.9,0.008335
7.02E+11,23628.34,407,346,8896,718,68.29,0.008929
7.02E+11,60324.6,930,795,14020,8251,75.88,0.020516
7.02E+11,198793.96,3415,3382,44352,20149,58.78,0.087276
7.02E+11,80171.88,1304,1077,15361,4932,74.44,0.027793
7.02E+11,84472.52,1198,1126,12209,5436,75.02,0.029057
7.02E+11,4324.29,61,61,3933,837,70.89,0.001574
7.02E+11,100126.52,1180,1153,28699,10370,86.84,0.029754
7.02E+11,227853.05,4058,3665,36665,16667,62.17,0.094579
7.02E+11,17451.14,261,217,5573,2321,80.42,0.0056
7.02E+11,7514.1,93,90,3376,683,83.49,0.002323
7.02E+11,58159.19,823,703,31660,6078,82.73,0.018142
7.02E+11,248592.96,4440,3894,71472,23226,63.84,0.100488
7.02E+11,71779.47,945,903,23802,10325,79.49,0.023303
7.02E+11,52979.58,704,603,59804,12944,87.86,0.015561
7.02E+11,56933.98,567,458,45716,7159,124.31,0.011819
7.02E+11,467139.96,5522,4644,49096,19469,100.59,0.119843
7.02E+11,15038.28,174,148,2040,793,101.61,0.003819
7.02E+11,122850.09,995,957,29633,10876,128.37,0.024696
7.02E+11,293919.78,3989,3378,64399,17141,87.01,0.087172
7.02E+11,23456.54,252,214,3836,1515,109.61,0.005522
7.02E+11,80194.95,911,765,31903,4137,104.83,0.019742
7.02E+11,14673.23,172,143,9161,2152,102.61,0.00369
7.02E+11,32660.46,303,294,23030,6300,111.09,0.007587
7.02E+11,33669.86,396,329,10252,3472,102.34,0.00849
7.02E+11,413793.1,4401,3970,65268,20218,104.23,0.102449
7.02E+11,1047949.38,9925,9851,86864,37462,106.38,0.254214
7.02E+11,84760.04,842,821,29532,8488,103.24,0.021187
7.02E+11,17995.12,265,242,6334,3018,74.36,0.006245
7.02E+11,137531.4,1677,1410,48430,26473,97.54,0.036386
7.02E+11,126066.5,1233,995,54791,10407,126.7,0.025677
7.02E+11,41730.45,378,365,9241,1735,114.33,0.009419
7.02E+11,149401.86,1608,1461,75415,17633,102.26,0.037702
7.02E+11,238374.3,1856,1790,38225,16627,133.17,0.046193
7.02E+11,85915.28,888,748,13226,4770,114.86,0.019303
7.02E+11,254518.56,2801,2248,26539,13202,113.22,0.058012
7.02E+11,64713.8,1026,982,88559,11362,65.9,0.025341
7.02E+11,113294.75,1747,1475,22278,11194,76.81,0.038064
7.02E+11,57691,839,775,29534,8100,74.44,0.02
7.02E+11,20668.2,377,370,29696,9957,55.86,0.009548
7.02E+11,208759.11,438,413,20913,5116,505.47,0.010658
7.02E+11,80636.5,200,175,5631,1785,460.78,0.004516
7.02E+11,88899.57,196,183,12094,1590,485.79,0.004722
7.02E+11,20859.16,348,322,9722,3498,64.78,0.00831
7.02E+11,6194.76,76,66,3000,359,93.86,0.001703
7.02E+11,301.04,4,4,474,78,75.26,0.000103
7.02E+11,4251.42,66,54,2019,741,78.73,0.001394
7.02E+11,18893.97,279,233,22481,2222,81.09,0.006013
7.02E+11,456843.45,7609,6531,63138,28637,69.95,0.168538
7.02E+11,11859.9,158,130,6203,3569,91.23,0.003355
7.02E+11,257252.62,3250,2726,49400,23725,94.37,0.070347
7.02E+11,228134.76,2286,2121,62103,18457,107.56,0.054734
7.02E+11,93922.92,959,854,24372,6111,109.98,0.022038
7.02E+11,2490.44,26,23,1061,171,108.28,0.000594
7.02E+11,2794.96,32,31,747,88,90.16,0.0008
7.02E+11,5100.4,47,40,1505,389,127.51,0.001032
7.02E+11,38133.19,525,479,34420,6806,79.61,0.012361
7.02E+11,194332.8,2220,1984,54222,21255,97.95,0.051199
7.02E+11,2192.7,36,30,1728,992,73.09,0.000774
7.02E+11,36641.28,367,367,28063,3526,99.84,0.009471
7.02E+11,125264.02,2219,1946,54191,21659,64.37,0.050218
7.02E+11,15966,317,300,18123,4992,53.22,0.007742
7.02E+11,12573.6,372,372,18174,2935,33.8,0.0096
7.02E+11,70328.31,918,741,28362,6858,94.91,0.019122
7.02E+11,15132.27,197,183,13548,3194,82.69,0.004722
7.02E+11,38832.45,1300,1185,45342,19277,32.77,0.03058
7.02E+11,83594.25,2830,2385,83131,36004,35.05,0.061547
7.02E+11,353247,5873,4839,79464,28787,73,0.124875
7.02E+11,493288,5842,5008,60921,32174,98.5,0.129236
7.02E+11,160437.96,2902,2466,67315,18251,65.06,0.063637
7.02E+11,3078.34,310,298,7968,3848,10.33,0.00769
7.02E+11,63598.6,794,793,15165,3376,80.2,0.020464
7.02E+11,231338.8,2673,2552,25008,13289,90.65,0.065857
7.02E+11,31450.28,630,604,31246,5570,52.07,0.015587
7.02E+11,258826.59,3130,2673,67063,21869,96.83,0.068979
7.02E+11,26945.92,638,568,35776,3166,47.44,0.014658
7.02E+11,560134.98,4444,3646,51363,25006,153.63,0.094088
7.02E+11,128082.48,2088,1816,68395,16180,70.53,0.046864
7.02E+11,272784.14,3113,2714,98413,37813,100.51,0.070037
7.02E+11,75991.71,720,669,22781,8124,113.59,0.017264
7.02E+11,36948.82,2486,1994,80829,18566,18.53,0.051457
7.02E+11,61448.22,1050,914,64064,23287,67.23,0.023587
7.02E+11,158313.84,1922,1882,16041,9271,84.12,0.048567
7.02E+11,6818.35,131,121,3399,764,56.35,0.003123
7.02E+11,36992.43,631,513,8639,3528,72.11,0.013238
7.02E+11,131790.96,2122,1896,24435,10055,69.51,0.048928
7.02E+11,8551.44,160,148,5433,844,57.78,0.003819
7.02E+11,28475.98,405,403,21406,4101,70.66,0.0104
7.02E+11,28111.86,491,402,43727,11080,69.93,0.010374
7.02E+11,62143.2,977,810,37625,7746,76.72,0.020903
7.02E+11,10555.04,190,164,13816,3141,64.36,0.004232
7.02E+11,52647.3,680,666,35522,4604,79.05,0.017187
7.02E+11,132026.4,1744,1584,59069,6776,83.35,0.040877
7.02E+11,8984.85,144,129,8186,2851,69.65,0.003329
7.02E+11,13059.85,162,149,4240,1129,87.65,0.003845
7.02E+11,53446.26,720,686,13963,7492,77.91,0.017703
7.02E+11,36288,525,432,19528,5580,84,0.011148
7.02E+11,18167.5,135,130,13501,4896,139.75,0.003355
7.02E+11,247671.71,1941,1661,43630,8110,149.11,0.042864
7.02E+11,438466.77,3319,3129,67112,25983,140.13,0.080747
7.02E+11,76544.6,493,484,8339,1945,158.15,0.01249
7.02E+11,538816.8,2822,2766,76446,14691,194.8,0.071379
7.02E+11,546267.12,5560,5208,60886,30398,104.89,0.134397
7.02E+11,99.04,1,1,133,12,99.04,0.000026
7.02E+11,17562.09,159,147,4002,737,119.47,0.003793
7.02E+11,170989.04,1644,1453,56790,21494,117.68,0.037496
7.02E+11,41345.9,534,463,23375,9928,89.3,0.011948
7.02E+11,295019.2,4270,3710,57680,16216,79.52,0.09574
7.02E+11,12362,201,200,4048,740,61.81,0.005161
7.02E+11,134866.2,2040,1970,59771,13010,68.46,0.050838
7.02E+11,78637.53,898,831,32113,4060,94.63,0.021445
7.02E+11,78290.52,940,916,29986,13786,85.47,0.023638
7.02E+11,233200.8,2049,1983,72895,13686,117.6,0.051173
7.02E+11,145990.72,1900,1814,43327,18901,80.48,0.046812
7.02E+11,78981.28,854,776,8754,3638,101.78,0.020025
7.02E+11,66039.52,714,656,19488,7024,100.67,0.016929
7.02E+11,69171.96,682,638,19105,7656,108.42,0.016464
7.02E+11,39605.6,723,620,21831,3418,63.88,0.016
7.02E+11,76243.2,1691,1444,15972,6528,52.8,0.037264
7.02E+11,67052.4,1070,1065,41591,12001,62.96,0.027483
7.02E+11,13610.88,252,204,6860,1538,66.72,0.005264
7.02E+11,4579.5,85,71,3563,757,64.5,0.001832
7.02E+11,286122.96,5220,4533,65266,31727,63.12,0.116978
7.02E+11,95732.1,1871,1530,37281,6800,62.57,0.039483
7.02E+11,18739.74,234,213,12710,3620,87.98,0.005497
7.02E+11,32448.92,658,578,12271,6459,56.14,0.014916
7.02E+11,33633.6,814,728,19395,6513,46.2,0.018787
7.02E+11,21631.68,372,348,22029,3365,62.16,0.00898
7.02E+11,31756.14,739,662,16941,9663,47.97,0.017084
7.02E+11,181759.05,4048,4015,49914,21403,45.27,0.103611
7.02E+11,7287.53,144,131,8009,2508,55.63,0.003381
7.02E+11,11274.08,277,248,33456,5194,45.46,0.0064
7.02E+11,228758.46,3518,3381,52057,15830,67.66,0.08725
7.02E+11,14305.63,249,229,12532,2213,62.47,0.00591
7.02E+11,174970.4,3712,3245,64406,18035,53.92,0.08374
7.02E+11,20662.5,376,375,19211,6669,55.1,0.009677
7.02E+11,24373.44,438,372,18738,1545,65.52,0.0096
7.02E+11,198203.2,3275,2932,111175,16790,67.6,0.075663
7.02E+11,99980.2,1591,1516,76397,15406,65.95,0.039122
7.02E+11,95018.88,2304,1936,26921,8341,49.08,0.04996
7.02E+11,582.4,10,10,420,157,58.24,0.000258
7.02E+11,373693.84,9001,8308,70592,34793,44.98,0.214396
7.02E+11,1505.35,26,23,1179,377,65.45,0.000594
7.02E+11,211398.48,3535,3384,42441,15194,62.47,0.087327
7.02E+11,56090.65,934,857,47138,10101,65.45,0.022116
7.02E+11,85566.07,1610,1361,27909,13370,62.87,0.035122
7.02E+11,5064.6,92,92,3179,233,55.05,0.002374
7.02E+11,22639.92,760,716,32213,9356,31.62,0.018477
7.02E+11,1155.36,239,232,9503,2942,4.98,0.005987
7.02E+11,46849.44,566,528,17144,7139,88.73,0.013626
7.02E+11,248.2,17,17,678,136,14.6,0.000439
7.02E+11,10815,1655,1442,91582,19996,7.5,0.037212
7.02E+11,27894.42,224,186,3916,1273,149.97,0.0048
7.02E+11,21245.03,3092,2479,30287,12365,8.57,0.063973
7.02E+11,3316.84,429,404,7503,2911,8.21,0.010426
7.02E+11,8030.4,128,112,1802,432,71.7,0.00289
7.02E+11,159485.76,1186,1008,22152,13462,158.22,0.026012
7.02E+11,19368.36,1330,1206,19396,6454,16.06,0.031122
7.02E+11,204883.43,4261,3527,38387,17975,58.09,0.091017
7.02E+11,6058.17,89,83,4229,865,72.99,0.002142
7.02E+11,51510.12,703,564,15267,3117,91.33,0.014555
7.02E+11,5769.92,421,416,20351,3308,13.87,0.010735
7.02E+11,7249.14,165,153,2955,825,47.38,0.003948
7.02E+11,239485.84,3532,3124,62982,22761,76.66,0.080618
7.02E+11,23754.6,171,159,4599,1003,149.4,0.004103
7.02E+11,3380.48,16,16,867,140,211.28,0.000413
7.02E+11,806533.91,6938,6041,100515,31779,133.51,0.155894
7.02E+11,23151.06,452,369,9869,1493,62.74,0.009522
7.02E+11,113806.08,1828,1776,31303,10661,64.08,0.045831
7.02E+11,256218.72,1998,1608,29110,11633,159.34,0.041496
7.02E+11,201155.32,1575,1324,17571,6708,151.93,0.034167
7.02E+11,140496.33,759,663,55286,20908,211.91,0.017109
7.02E+11,128352.72,599,579,45315,11833,221.68,0.014942
7.02E+11,68390.78,369,337,30159,4368,202.94,0.008697
7.02E+11,104715.65,723,695,11745,5849,150.67,0.017935
7.02E+11,263742.3,1607,1310,38657,6005,201.33,0.033806
7.02E+11,50874.21,1105,893,68484,12158,56.97,0.023045
7.02E+11,3036.66,46,43,4031,1193,70.62,0.00111
7.02E+11,12785.85,287,287,8733,2330,44.55,0.007406
7.02E+11,20173.86,596,486,8509,4240,41.51,0.012542
7.02E+11,226176.35,3465,3461,89183,24810,65.35,0.089314
7.02E+11,88616.15,1887,1645,53707,10473,53.87,0.042451
7.02E+11,414437.22,8056,7299,67522,35069,56.78,0.188357
7.02E+11,45611.28,1043,886,20479,4720,51.48,0.022864
7.02E+11,10737.33,229,213,8895,1465,50.41,0.005497
7.02E+11,21736.5,338,337,6123,1963,64.5,0.008697
7.02E+11,42466.85,840,799,14714,5241,53.15,0.020619
7.02E+11,15442.62,385,326,25751,3288,47.37,0.008413
7.02E+11,39061.54,975,826,70407,7659,47.29,0.021316
7.02E+11,20625.79,374,353,31540,3301,58.43,0.009109
7.02E+11,12475.41,229,213,13746,1702,58.57,0.005497
7.02E+11,10824.84,163,162,6962,552,66.82,0.004181
7.02E+11,187981.29,2593,2133,19178,11385,88.13,0.055044
7.02E+11,847942.56,9187,8937,80303,36849,94.88,0.230627
7.02E+11,196930.35,2522,2495,30720,11352,78.93,0.064386
7.02E+11,30171.31,409,377,11770,2722,80.03,0.009729
7.02E+11,95129.7,1214,1158,55548,11099,82.15,0.029883
7.02E+11,997.75,13,13,146,73,76.75,0.000335
7.02E+11,169362.5,1649,1594,19878,10169,106.25,0.041135
7.02E+11,17078.46,231,222,4113,1208,76.93,0.005729
7.02E+11,58881.59,386,331,9088,2732,177.89,0.008542
7.02E+11,55379.52,554,536,49825,13618,103.32,0.013832
7.02E+11,145536,1616,1600,42836,7308,90.96,0.041289
7.02E+11,33784.7,434,370,14253,4362,91.31,0.009548
7.02E+11,185218.65,2742,2241,33491,11362,82.65,0.057831
7.02E+11,270301.18,2477,2206,65535,13854,122.53,0.056928
7.02E+11,13987.5,141,125,27204,3127,111.9,0.003226
7.02E+11,79319.98,747,601,4973,3359,131.98,0.015509
7.02E+11,14821.2,136,120,11592,4769,123.51,0.003097
7.02E+11,181381.68,1251,1242,15834,8901,146.04,0.032051
7.02E+11,100702.2,1067,940,13766,5621,107.13,0.024258
7.02E+11,55015.12,479,428,10597,3409,128.54,0.011045
7.02E+11,14100.84,214,207,5998,1173,68.12,0.005342
7.02E+11,7697.7,138,135,1995,703,57.02,0.003484
7.02E+11,44940.2,862,740,8772,3621,60.73,0.019096
7.02E+11,69310.08,1456,1337,35972,7752,51.84,0.034503
7.02E+11,74663.81,1516,1261,11432,5705,59.21,0.032541
7.02E+11,51774.57,755,717,77326,7680,72.21,0.018503
7.02E+11,35187.67,783,709,32415,3532,49.63,0.018296
7.02E+11,241057.31,4106,3643,37025,13757,66.17,0.094011
7.02E+11,82185.04,1233,1204,21533,6179,68.26,0.03107
7.02E+11,123660,2631,2250,44994,13956,54.96,0.058063
7.02E+11,148486.7,2612,2105,42508,12749,70.54,0.054321
7.02E+11,118611.36,2177,1968,86621,11467,60.27,0.050786
7.02E+11,90288,1435,1254,36655,9842,72,0.032361
7.02E+11,32730.52,493,436,56870,5101,75.07,0.011251
7.02E+11,32781.78,507,459,6437,3257,71.42,0.011845
7.02E+11,66504.78,969,963,37680,5911,69.06,0.024851
7.02E+11,229850.06,4337,4103,35714,20802,56.02,0.105882
7.02E+11,40757.28,683,656,85606,12848,62.13,0.016929
7.02E+11,161230.68,2567,2444,63305,13203,65.97,0.06307
7.02E+11,292890.05,6095,5911,54047,25816,49.55,0.152539
7.02E+11,157007.34,2930,2471,48855,10603,63.54,0.063766
7.02E+11,103722.03,1771,1503,45344,16118,69.01,0.038786
7.02E+11,18211.71,431,363,10566,1623,50.17,0.009368
7.02E+11,30769.68,379,354,12403,3675,86.92,0.009135
7.02E+11,29141.6,408,365,15314,2806,79.84,0.009419
7.02E+11,7621.62,141,118,4709,1156,64.59,0.003045
7.02E+11,91386.36,1482,1404,37072,20276,65.09,0.036232
7.02E+11,8358.96,97,87,3821,804,96.08,0.002245
7.02E+11,9318.46,110,106,3873,424,87.91,0.002735
7.02E+11,1018339.28,9431,9352,95747,41868,108.89,0.241337
7.02E+11,79089.36,1763,1432,20752,11338,55.23,0.036954
7.02E+11,22750.84,470,386,3727,2291,58.94,0.009961
7.02E+11,3076.8,32,32,951,168,96.15,0.000826
7.02E+11,23633.38,359,293,16373,2218,80.66,0.007561
7.02E+11,24692.56,625,514,27882,3623,48.04,0.013264
7.02E+11,20752.5,820,750,86271,10523,27.67,0.019354
7.02E+11,31278.24,314,252,10888,1374,124.12,0.006503
7.02E+11,76849.52,1567,1496,84550,12429,51.37,0.038606
7.02E+11,200631.83,4372,4207,67189,26211,47.69,0.108565
7.02E+11,45694,646,536,13682,3278,85.25,0.013832
7.02E+11,8111.4,164,132,13427,2237,61.45,0.003406
7.02E+11,433426.76,4783,4082,42211,15337,106.18,0.10534
7.02E+11,282061.25,4240,3625,36405,11618,77.81,0.093546
7.02E+11,50832.93,819,807,26280,10367,62.99,0.020825
7.02E+11,37920,1660,1600,32382,5485,23.7,0.041289
7.02E+11,12492.13,405,329,11853,6209,37.97,0.00849
7.02E+11,4007.85,205,165,25118,3348,24.29,0.004258
7.02E+11,47101,2041,1675,18793,12922,28.12,0.043225
7.02E+11,13939.31,490,421,20564,4020,33.11,0.010864
7.02E+11,22983.84,830,792,29632,5625,29.02,0.020438
7.02E+11,116378.64,4400,3759,62053,19571,30.96,0.097004
7.02E+11,234.16,9,8,1239,128,29.27,0.000206
7.02E+11,51958.24,2040,2032,45661,19590,25.57,0.052438
7.02E+11,38639.16,1153,1076,30199,4023,35.91,0.027767
7.02E+11,175921.85,6982,5785,62602,28633,30.41,0.149287
7.02E+11,77307.96,2792,2481,31458,16668,31.16,0.064024
7.02E+11,2859.48,123,117,2395,1023,24.44,0.003019
7.02E+11,34946.86,1138,1046,49413,21894,33.41,0.026993
7.02E+11,8378.46,300,267,13377,5280,31.38,0.00689
7.02E+11,34190.72,1638,1312,68176,16730,26.06,0.033857
7.02E+11,9505.44,374,369,22644,5596,25.76,0.009522
7.02E+11,45089.29,1926,1697,50361,7839,26.57,0.043793
7.02E+11,72853.68,3257,3028,30900,17451,24.06,0.07814
7.02E+11,22772.8,716,662,15366,9830,34.4,0.017084
7.02E+11,77677.71,1931,1761,57205,19170,44.11,0.045444
7.02E+11,18782.94,423,382,34765,4238,49.17,0.009858
7.02E+11,23757.12,757,678,22382,4129,35.04,0.017496
7.02E+11,23336.04,222,182,8759,1382,128.22,0.004697
7.02E+11,37327.16,338,299,7828,1878,124.84,0.007716
7.02E+11,28369,342,275,4668,1945,103.16,0.007097
7.02E+11,171320.73,2033,1887,41069,21378,90.79,0.048696
7.02E+11,121715.88,1904,1599,29942,9774,76.12,0.041264
7.02E+11,311708.88,4331,3864,101174,46640,80.67,0.099714
7.02E+11,17063.08,188,178,4767,1217,95.86,0.004593
7.02E+11,17743.6,140,140,17863,2148,126.74,0.003613
7.02E+11,53193.92,528,494,29616,8567,107.68,0.012748
7.02E+11,156796.64,1260,1232,82897,11608,127.27,0.031793
7.02E+11,63200.55,526,483,17327,4504,130.85,0.012464
7.02E+11,20392.35,170,165,1832,964,123.59,0.004258
7.02E+11,71842.5,812,775,39468,9186,92.7,0.02
7.02E+11,97025.63,597,559,30385,4885,173.57,0.014426
7.02E+11,4621.73,30,29,1466,218,159.37,0.000748
7.02E+11,19851.15,166,159,3982,1438,124.85,0.004103
7.02E+11,103001.67,659,543,24784,10669,189.69,0.014013
7.02E+11,367237.44,2477,2088,101763,14864,175.88,0.053883
7.02E+11,60885.65,421,365,8525,1982,166.81,0.009419
7.02E+11,129024.87,2056,1833,35459,7758,70.39,0.047302
7.02E+11,2507.28,24,24,3990,532,104.47,0.000619
7.02E+11,298989.75,3783,3139,83845,20014,95.25,0.081005
7.02E+11,205023.51,3582,3207,35017,14155,63.93,0.08276
7.02E+11,7421.4,154,126,8016,2745,58.9,0.003252
7.02E+11,45734.5,896,895,34962,12212,51.1,0.023096
7.02E+11,97020.22,2068,1706,25012,8173,56.87,0.044025
7.02E+11,19778.88,281,264,17611,1787,74.92,0.006813
7.02E+11,20979.66,340,338,33474,6452,62.07,0.008722
7.02E+11,62931.84,989,898,23863,4126,70.08,0.023174
7.02E+11,157374.7,3342,2681,33098,11168,58.7,0.069186
7.02E+11,28144.1,571,458,12477,2961,61.45,0.011819
7.02E+11,160299.7,2384,2365,46347,22513,67.78,0.061031
7.02E+11,52196.85,1078,965,19781,7614,54.09,0.024903
7.02E+11,117781.95,2168,2145,64249,25217,54.91,0.055354
7.02E+11,200.4,4,4,299,32,50.1,0.000103
7.02E+11,9745.75,208,175,7531,3064,55.69,0.004516
7.02E+11,29307.75,644,575,14725,4656,50.97,0.014838
7.02E+11,48700.8,894,890,19603,5349,54.72,0.022967
7.02E+11,2006.55,39,35,985,294,57.33,0.000903
7.02E+11,31541.12,544,544,22810,4653,57.98,0.014038
7.02E+11,26780.25,555,525,56440,16288,51.01,0.013548
7.02E+11,22516.38,391,339,24027,3654,66.42,0.008748
7.02E+11,56565.6,2265,1924,20393,9764,29.4,0.049651
7.02E+11,12306.07,427,371,97958,9109,33.17,0.009574
7.02E+11,6872.26,3267,2623,55027,14802,2.62,0.067689
7.02E+11,131138.14,2098,1714,69094,14844,76.51,0.044231
7.02E+11,52082.1,675,630,29459,6749,82.67,0.016258
7.02E+11,47678.69,940,811,7131,3463,58.79,0.020929
7.02E+11,5181.05,146,131,8618,1158,39.55,0.003381
7.02E+11,353458.56,3784,3536,59897,22256,99.96,0.09125
7.02E+11,210289.08,3524,2887,51627,14871,72.84,0.074502
7.02E+11,73986,894,760,28705,9486,97.35,0.019612
7.02E+11,299621.36,959,776,25881,7121,386.11,0.020025
7.02E+11,79786.2,2823,2509,61548,31498,31.8,0.064747
7.02E+11,1059.2,22,20,361,79,52.96,0.000516
7.02E+11,14045.22,541,497,40059,7722,28.26,0.012826
7.02E+11,4573.68,65,59,9069,1006,77.52,0.001523
7.02E+11,7207.76,276,244,5707,1059,29.54,0.006297
7.02E+11,79786.8,1545,1332,41263,9304,59.9,0.034373
7.02E+11,151353.44,3607,3208,54500,25762,47.18,0.082785
7.02E+11,351579.56,4374,3673,74751,22645,95.72,0.094785
7.02E+11,250987.5,2592,2231,59439,24166,112.5,0.057573
7.02E+11,35377.2,334,317,10848,1388,111.6,0.00818
7.02E+11,44538,2406,1950,90845,24116,22.84,0.050322
7.02E+11,9116.14,301,242,5410,1742,37.67,0.006245
7.02E+11,97040.79,1291,1197,36498,8186,81.07,0.03089
7.02E+11,124671.58,706,638,14742,5507,195.41,0.016464
7.02E+11,92525,550,500,8679,4134,185.05,0.012903
7.02E+11,90206.06,2259,2218,60503,23972,40.67,0.057238
7.02E+11,27215.5,713,689,7000,3596,39.5,0.01778
7.02E+11,199155,5008,4828,97829,29566,41.25,0.124591
7.02E+11,65876.9,1440,1429,54774,13681,46.1,0.036877
7.02E+11,2071.77,57,53,622,197,39.09,0.001368
7.02E+11,45045.63,1281,1143,67555,8891,39.41,0.029496
7.02E+11,102081.18,2749,2491,38225,16509,40.98,0.064283
7.02E+11,79116.31,1860,1589,19973,6339,49.79,0.041006
7.02E+11,34137.51,1153,1023,101024,22803,33.37,0.026399
7.02E+11,34313.28,884,744,23559,3343,46.12,0.0192
7.02E+11,28918.89,454,429,28665,5021,67.41,0.011071
7.02E+11,149547.6,2910,2440,34581,11296,61.29,0.062966
7.02E+11,7438.14,110,93,3319,934,79.98,0.0024
7.02E+11,83199.68,1353,1184,17708,8018,70.27,0.030554
7.02E+11,701.46,10,9,93,44,77.94,0.000232
7.02E+11,33458.99,613,557,7714,3986,60.07,0.014374
7.02E+11,63087.7,1019,845,12160,3771,74.66,0.021806
